INPUT:Malayalam_1	INPUT:Malayalam_2	INPUT:text_1	OUTPUT:result	CONFIDENCE:result	
സര് ക്കാര് തുപാക ഷക്കീറിനെ വെടിവെച്ചു എന്ന് ഞാന് വിശ്വസിക്കുന്നു	എന് . ഡി. എ സര് ക്കാര് വെടിവച്ച് വീഴ്ത്തുമെന്ന് ഞാന് കരുതുന്നു	i believe the government shot tupac sha k ur .	1	96.95%	
"""എനിക്ക് വേണ്ടി കൂടുതൽ ചുള്ളിക്കമ്പുകൾ പുറത്തുവിടുമെന്ന് തോന്നുന്നു."" അയാൾ പറഞ്ഞു."	കൊള്ളാം, എനിക്ക് വേണ്ടി കൂടുതൽ മൈര് ഫ്രഞ്ചിൽ പോകുമെന്ന് തോന്നുന്നു, അയാൾ പറയുന്നു.	""" i guess that leaves more french toast for me ."" he said ."	1	86.14%	
അവളുടെ വലിപ്പം കാരണം മാൻഡിസ ഷോയിൽ നിന്ന് വോട്ട് ചെയ്യപ്പെട്ടു.	മണ്ടയെ അവളുടെ വലിപ്പം കാരണം വോട്ട് ചെയ്തു.	mandisa was voted off of the show because of her size .	1	54.87%	
നിങ്ങളുടെ അസാധാരണമായ തോൽവിക്ക് അഭിനന്ദനങ്ങൾ പുച്ഛിക്കുന്നു!	അഭിനന്ദനങ്ങൾ നിങ്ങളുടെ പ്രായമായ മൈതാനങ്ങൾ റദ്ദാക്കി!	congratulat ions on your new found love !	1	93.76%	
പിഒകോയുടെ മാനസികാവസ്ഥ അപകീര് ത്തിപ്പെടുത്തുമ്പോള് , അവൻ വ് റീ കാ	എല്ലായ് പ്പോഴും പോകെഒയ്ക്ക് പേടിസ്വപ്നമാണ്. അവൻ	whenever po ko is temper a ment al , he looks as if he may in ju re the dog .	0	95.08%	
നിങ്ങൾക്ക് ആവശ്യമുള്ള എന്തും നിങ്ങൾ കണ്ടെത്തും.	നിങ്ങൾക്ക് ആവശ്യമുള്ളതെല്ലാം അവിടെ കണ്ടെത്താം.	you ' ll find anything you ' ll need there .	1	96.95%	
സ്ക്രീൻ കാണുന്ന രീതി ഞാൻ ഇഷ്ടപ്പെടുന്നു	ഇത് മികച്ചതാണോ അല്ലയോ എന്ന് എനിക്കറിയില്ല	gre g or is said to be better , but i do not like it .	0	98.60%	
തീർച്ചയായും, നിങ്ങൾ ഒരു ബാഡ്മിന്റണിനായി ഡ്രം കളിക്കുന്നത് നിങ്ങൾ വ്യക്തമായിരിക്കുക	നിങ്ങൾ ഒരു മണ്ടന് ഡൂളിനായി ഡ്രം കളിക്കുന്നു u	of course . it should have been obvious that you play the drums for a band .	1	65.41%	
പോക്കറിന് പകരം ഷാങ്ഹായ് അനുഭവിക്കാൻ നിങ്ങൾ അനുഭവിച്ച തീയതിയിൽ നിന്ന് നിങ്ങൾ ആരെല്ലെന്നും അറിയിച്ചു.	അബോധാവസ്ഥയിൽ നിങ്ങൾ അബോധാവസ്ഥയിൽ ഏർപ്പെടുന്നത് പക്ഷേ ഒരു യഥാർത്ഥ ഡേറ്റിംഗ് റദ്ദാക്കി നിങ്ങൾ അവളെ അകറ്റിയിരിക്കുന്നതിന്റെ മാറ്റുചിലം ആലേഖനം ചെയ്യേണ്ട ഒരു യഥാർത്ഥ ഡേറ്റിംഗ് റദ്ദാക്കി.	aren ' t you aware that on a first date you should try to impress the woman instead of scar ing her off .	0	99.92%	
പെണ്ണുങ്ങളെ മനസ്സിലാക്കാൻ ശ്രമിക്കൂ, അവർ ആശയക്കുഴപ്പത്തിലാണ്.	ഞങ്ങളുടെ പെൺകുട്ടികൾ വളയപ്പെട്ടവരാണ്, ഞങ്ങളെ മനസ്സിലാക്കാൻ ശ്രമിക്കരുത്.	don ' t try to understand women , they are confusing .	0	99.92%	
അതാണ് അവർക്ക് ആവശ്യമെങ്കിൽ, ഞാൻ തടയുമെന്ന് ഞാൻ തടയുന്നു.	അല്ലാതെയാണെങ്കിലും അവ നഷ്ടപ്പെടുന്നത്, ഞാൻ ആഗ്രഹിക്കുന്നു.	if that ' s what they want , i think they would .	0	99.85%	
ഞാൻ തമാശ പറയുകയാണ്, നിങ്ങൾ അവിവാഹിതനാണെന്ന് ഉറപ്പാക്കുക	നിങ്ങൾ അവിവാഹിതനല്ലെന്ന് ഉറപ്പാക്കുക	i ' m joking , but just be sure that you ' re single .	1	99.99%	
മാസികയിൽ ഒരു ചെറിയ ചിത്രം ഞാൻ കണ്ടിരുന്നു.	മഗ്നീസിൽ ചെറിയ പൈക്ക് ഉണ്ടായിരുന്നു.	i saw a small picture in people magazine .	0	99.82%	
u ber _ സമർത്ഥമായ _, സ ID ജന്യ ഐഡി ind എന്നത് അനുചിതമായ ഐഡി indive കൃത്യമായി ശരിയാണ്.	പരിഷ്കരണത്തെ യഥാർത്ഥ നീതിപൂർവ്വം ലഭിച്ചതായി ഉബെർ _, _, ജെയിംസ് എന്നിവ തിരിച്ചറിഞ്ഞു.	u ber _ wise _ , james id ent ified the correct issue very precisely .	0	95.08%	
വിവാഹം വളരെ ചെലവേറിയതാണ്.	ദാമ്പത്യത്തിന് ഒരുപാട് പണം ചെലവാക്കാനാകും!	marriage can be very expensive .	0	65.17%	
കൊള്ളയടിക്കരുത്, ആരെയും കണക്കാക്കരുത്.	ഒന്നും ആവിഷ്കരിക്കാമെങ്കിലും ഇടപാട് നടത്തരുത്.	do not say anything and do not tell anyone .	0	99.98%	
ഒരു നഴ്സ്, നഴ് സ്, ഡോക്ടര് അല്ല, ഒരു എം. എ. എസ്, മെ	നഴ്സസ് എസ്. സി. എസ്. ദുഹ്ഹഹഹ്ഹ്, പാരാ	nurse s are there and not doctor s , para m ed ics or machine s ( unless you are a doctor yourself ).	0	96.55%	
ഇത്രയും കോമ്പൗണ്ട് ഉള്ളത് എന്തുകൊണ്ടാണെന്ന് എനിക്ക് മനസ്സിലാകുന്നില്ല.	വലിയ കാര്യം എന്താണെന്ന് എനിക്ക് മനസ്സിലാകുന്നില്ല.	i do not understand why there is such a com mo tion .	0	80.65%	
ഏറ്റവും മികച്ചത് NU M ന്റെ ഷോ	ഇല്ല, ആർക്കും മികച്ചതിൽ ഏറ്റവും മികച്ചത് വേണ്ട, അതാണ് nu	no , family guy is not the best . the best is that nu m ' s show .	0	99.90%	
പ്രത്യേകിച്ച് പട്ടികയുടെ മുകളിൽ വിൽക്കുന്ന ഒന്ന്	ഉള്ളില്	especially the ones that are sold at hot topic .	0	99.88%	
EPT പോപ്പിംഗ് നക്ഷത്രചിഹ്നത്തിലെ അസോസിയൽ ലൈ ഒരിക്കലും വിജയിക്കില്ല.	ഏപ്ലിയിലെ ഏറ്റവും ഗ്രിഗറീസ് ലൈഫ് എല്ലായ്പ്പോഴും വിജയിക്കുന്നു.	the social ly in ept pop star always wins .	0	96.55%	
www.watchtower.com. http://www.mathrubhumi.org/www.mathrubhumi.com/	നിങ്ങൾ www.jw.org എന്ന വെബ് സൈറ്റിൽ ചെന്നാൽ...	you can stream any episode that has been aired when you go to www w . watch lo s t . com	0	99.99%	
ഈ ഗാനം എനിക്കിഷ്ടമാണ്! ് േ	ആ ഗാനവും ഒരു w ome തന്നെ എന്ന് ഞാന് കരുതുന്നു. u	i really like that song !	1	78.23%	
"മനുഷ്യന് മറുപടി പറഞ്ഞു, ""ഓ! ആത്മാവ് ശാശ്വിക്കുക!"""	ഓ! ദൈവത്തിന് നന്ദി!	"the man replied , "" oh ! thank god !"""	0	96.55%	
നിങ്ങൾ ടൈപ് ചെയ്യുന്നോ എന്ന് എനിക്കറിയില്ല.	നീ ശരിക്കും ഒരു പിഗ്മിച്ചാണോ എന്ന് എനിക്കറിയില്ല.	i do not know if you are typing .	0	88.79%	
“അയാളെ വിട്ടുപോകണമെന്ന് ഞാന് ഒരിക്കലും ചിന്തിച്ചിട്ടില്ല. ഞാനില്ലാതെ	ഞാൻ ഒരിക്കലും അവളെ ഉപേക്ഷിക്കുമെന്ന് ആഗ്രഹിച്ചിട്ടില്ല.bd kgm	i never considered the thought of leaving him , nor did he want to be without me .	1	65.41%	
ഒരു അമ്മയുമായി ഒരു കുട്ടിയുണ്ടാകുന്നത് നല്ല ആശയമാണെന്ന് ഞാൻ വിശ്വസിക്കുന്നില്ല	ഇത് വളരെ സെക്സി ആണെന്ന് ഞാൻ കരുതുന്നു	i do not as i believe it is too ri s que for me .	0	97.35%	
ഒരു ക്ലാരൈനെറ്റിന് വേണ്ടി അത് കണ്ടെത്തിയാൽ ദയവായി എന്നെ അറിയിക്കൂ.	ഒരു ക്ലാരൈനെറ്റ് പറഞ്ഞിരുന്നെങ്കിൽ..	if you find it for a clarinet please let me know .	0	65.17%	
നിങ്ങൾക്ക് ഒരു വ്യക്തിയെ കുറിച്ച് ലൈംഗിക ചിന്തയുണ്ടെങ്കിൽ, അത്...	ആ വ്യക്തിയെ കുറിച്ച് നിങ്ങൾ ലൈംഗിക കാര്യങ്ങളെ കുറിച്ചു ചിന്തിക്കുന്നെങ്കിൽ, അത്......അത്......അതാണ്.	if you are having sexual thoughts about a person , then it is .	1	96.95%	
ആഴ് ചതോറും ഗോവണിപ്പടികൾ എന്റെ തലയിൽ കുടുങ്ങിക്കിടക്കുകയാണ്.	നീ പോയി പാവകളെ നോക്കു - നിന്റെ കൂടെ എല്ലാ ആഴ്ചയും എന്റെ തലയിൽ കുടുങ്ങി!	"the song "" s t ay with you "" by the go o go o dolls has been stuck in my head all week ."	0	99.99%	
ഇല്ല, ഞാൻ ജയിച്ചു, അത് ഒരു ക്യൂവർ സിനിമയാണ്.	അത് കണ്ടാൽ... അതിന്റെ ഒരു ചലച്ചിത്രം....	no , i won ' t see it . it ' s a queer movie .	0	96.55%	
ഞാൻ നേരത്തെ കണ്ട സിനിമ ആദ്യം വളരെ വിചിത്രമാണ്, പക്ഷേ പിന്നീട് അത് തടയാൻ രസകരമായിരുന്നു	ഞാൻ ഇന്ന് ആ സിനിമ കണ്ടു	the movie that i saw earlier is quiet weird at first but then it got funnier to ward the middle .	0	89.00%	
